Text,Sentiment
When I received this product it was old and dried out!  Dingo makes a good product.  I buy them all the time and my dog loves them but this supplier should pay more attention to what they ship.,Negative
most of the nuts in these bags were so old they had turned black totally worthless will never order again,Negative
"I did not even receive the correct product, what I received were raw UNSHELLEd peanuts, but had no option to return them becuase amazon does not allow this. I attempted to contact but got no reply, do not buy from here!",Negative
"I would agree with the other poor ratings for Royal Oak - very poor customer service from Royal Oak. We ordered, this year, the exact same product as last year. When it arrived, the nuts were not the same product, and they would not refund or pay shipping for the return. Also, they only operate the few weeks that peanuts are 'in season.' Otherwise, emails and phone calls are not even acknowledged.",Negative
"Go to Costco, and you can buy lower than this  price per oz. Currently $32 ($3 off regular $34.99)+ tax for big size = 0.83$/oz.<br /><br />Besides, it is more convinient to return if you kid does not like this formula<br /><br />Be careful, many times some sellers over price a product, and still make the product rank in the best sellers.",Negative
"Be careful when odering this, because they say it's a 6 pk, but you will only get a 4 pk, plus the formula goes out in 4 months.  So if you did like I did and got it early for grandchildren your out of luck!  So I know I will not be buying off of this site again for food for my grandchildren, because they won't be able to eat it.",Negative
"If one reads this products ingredients they will find that the first ingredient is cows milk, then SUGAR (diabetic maker), then milk, again. The fourth ingredient is sunflower oil, fifth ingredient is maltodextrin which is starch produced from grain containing the sugars maltose and dextrin, with the seventh ingredient being, get this, tuna fish oil. They even feature vitamin D3, which is animal derived. There are four different sugar sources in it and some artificial flavor for good measure. If we really think about what we are feeding our babies, would we use this product? I know I wouldn't. Know your food sources.",Negative
These were rancid upon receipt.  Terrible.  Very little sugar if any used.  Something went wrong with these as I can't believe anyone would see this as a final product.  Both cans!,Negative
"I felt ripped off. The photo clearly shows two bones and the price, at $8 plus, is indicative of two. I thought I was purchasing a ""bone"" packaged as two to a pack. Walmart sells identical big smoked knuckle bones for $3.50 ea. Why doesn't the photo show one bone instead of two if they are just shipping one? It wasn't worth the hassle to return the package to make my point of protest so I am doing it here.  Beartoothjoe",Negative
"Is that these are 60 calories per serving, however, in all honesty, I didn't make it through a full serving.<br /><br />I was excited about these, they looked like a ""grown up graham cracker"".<br /><br />First problem was the smell. They smelled like melted plastic, and something else I'd hesitate to even guess what it is, but it's bad. I bravely pulled out one small crisp, hoping that maybe it was the packaging that had the ... aroma. It was not. The crisp itself smells horrific.<br />I figured there was no way it could taste as bad as it smelled.<br />Second problem is that I was very, very wrong about that. They have a funky, chemical taste that just defies description. The aftertaste is sort of like a skunky/chewing on a plastic pen cap that went thru the wash/wet cardboard kinda taste. Seriously, it was awful.<br /><br />I tasted these about 45 minutes ago, and after drinking an entire bottle of water AND brushing my teeth, I CAN STILL TASTE IT.<br /><br />I'm glad these were an add-on, but they are still absolutely terrible. Their only redeeming quality is that they are cute. Not one single member of my family will actually eat them though, so this was definitely a waste of 3$. Had I known they would be this awful, I'd have just got a second bag of <a href=""http://www.amazon.com/gp/product/B007POA158"">Hi I'm Skinny Sticks, Sweet Onion Multigrain, 7-Ounce</a>.<br />Only 30 cent more than these, but MILES better in taste.",Negative
"Tortilla soup is one of my favorite soups, and I like both the tomato and chicken broth varieties. Although I didn't expect freshly fried tortilla strips or queso fresco in a canned soup, I did expect something that resembled all other tortilla soups I have tried, that is a LIGHT broth with a mix of vegetables, corn, beans chicken and Mexican spices. This soup is thick - really thick, like the thickest tomato soup you've ever had with a grilled cheese sandwich. It's also sweet, and does not taste in the least like a Mexican soup. Instead, imagine straight tomato soup with a bunch of vegetables, beans and some chicken thrown in.<br /><br />I ended up giving it all away, and, to be fair, one of the people I gave the soup to said her husband really liked it.<br /><br />For a canned soup that much more closely resembles real tortilla soup, try <a href=""http://www.amazon.com/gp/product/B0014EUB7I"">Campbell's Select Mexican Chicken Tortilla, 18.6-Ounce Cans (Pack of 12)</a>.",Negative
"Coconut water should not be sweetened!!! Actually ""NO SUGAR SHOULD EVER BE ADDED"" sweeting things is an american custom, which ruins the real flavor of coconut water. I lived in Jamaica for 4 years and the bahamas for 2, and the coconut water from real coconut does not have any added sugar, its natural.<br />I will stick to buying the brown hard shell coconuts from the supermarket and drink that it's more natural and unaltered. These boxed, caned and packaged coconut water are nasty, i am still yet to try a brand, one of the many that i have tried that will make me wanna buy it.",Negative
"It says Habenero peppers on the ingredients, but my guess is they just waved it over the closed bottle. Smells like molasses and soy sauce. Taste like molasses and soy sauce. Absolutely boring.",Negative
"Tastes too sweet, which Jerk Seasoning is not.  Walker's woods is the most authentic to taste.  This was a waste.",Negative
"I thought I would try this, but I am sticking with my UNCLE JOES JERK SAUCE!!! This is sweet & not hot....should be hot if they are going to put jerk on the label",Negative
"(First of all, somebody is chasing me around and negging all my review so dont pay any<br />attention to those NO votes, they both arrived within minutes of posting this review.)<br /><br />This sickly sweetish molasses flavored thing is NOT jerk sauce, doesnt even remotely<br />resemble a bad facsimile. I dont know what World Harbors is thinking, cause this stuff<br />is horrible.<br /><br />BTW, I like their Teriyaki sauce, but this..... its as bad as it gets.",Negative
"These are very tasty, but way too sweet & sugary.  I felt like I was eating candy instead of meat.  If that's okay with you, then you'll probably love these, but I was looking for something a bit healthier.  Yes, I know it says 'sweet' in the product name, but I bought it because of the no hormone, no antibiotic, no artificial ingredient aspect.",Negative
"I wanted to love this because I LOVE Earl Grey tea, I NEED decaf and I ADORE the convenience of the Keurig.  Unfortunately, I don't love these.  The flavor is very weak and doesn't deliver on the aroma.  I typically use the large cup setting on the 3-size model, but even the small cup is wimpy with these.  I did find that mixing this one with a stronger-flavored decaf tea results in a more suitable strength, but then you have to make 2 cups of something. The English Breakfast decaf is a much better choice.",Negative
"My kids love these, and we've ordered them often - but as was the case with at least one other reviewer, this batch came in with some mold. (I freeze them as soon as they arrive, so had the have been moldy upon arrival.)<br /><br />too bad - but at this price, won't run the risk of having to toss out product.",Negative
"This slop has the color and consistency of baby diarrhea with whole peas in it. Our cat ate less than half a bowl of this slop and immediately puked all over the carpet!<br /><br />She devours the Felidae Platinum, (which we feed as an occasional alternative to Newman's Own Turkey). She was raised on Felidae dry, so I can say that generally the Canidae Company provides quality products... except for this grain-free slop. You can find the good stuff at: <a href=""http://www.amazon.com/gp/product/B000WFL09S"">Felidae Canned Cat Food for Senior and Overweight Cats, Platinum Diet Formula (Pack of 12 13 Ounce Cans)</a><br /><br />Absolutely do not order this slop from Amazon because they will charge you $10.70 for the privilege of returning the 11 cans your cat will not eat. Before you make the same stupid mistake I did, buy a can from your local pet food store and try it out first. Then, when your cat pukes this slop back up, you will only be out $1.59 instead of the $27.94 Amazon nailed me.<br /><br />In my opinion, your cat and you will be much better off with Newman's Own Organic cat food, especially the turkey and chicken. The Newman food literally brought our cat back from the brink of death! After we listened to our former vet and fed her Science Diet K/D, she dropped down to less than 4 pounds in a month. We switched her back to Newman's Own Turkey and within one 24-case of small cans she was back up to her usual weight of 6.2lbs, and has maintained that healthy weight for over 6 months. She also gained increased mobility after we stopped feeding her the K/D. I read somewhere that Science Diet buys veterinary students their books in exchange for their later recommendations of their products. Nice.<br /><br />Just say NO to Science Diet and Felidae Grain Free Formula. Here's the good stuff: <a href=""http://www.amazon.com/gp/product/B000VK8HJ0"">Newman's Own Organics Turkey & Vegetable Formula for Cats, 5.5-Ounce Cans (Pack of 24)</a><br /><br />(Did they really want me to post a video with this review? Would you? Then its unanimous, this review will remain video-free!)",Negative
"I've been feeding Wellness grain-free for a while now and all three of them love it. I ordered the Felidae last time because the Wellness was no longer eligible for free shipping and the Felidae was - which makes the difference between whether it is a better deal to order it or buy it at Petco brick and mortar....None of my cats will eat it. They actually at NOTHING for the past 2 days since the only thing offered them was the Felidae. I broke down today and gave them a back-up can of 9-Lives grain free and they are happily curled up and purring now. I think Felidae is a high quality food and I only feed the lower quality grain-free food on rare occasion, but the rest of this case will be donated to my local shelter. Hopefully, something there will like it. I'm off for the trip to Petco for the Wellness.",Negative
"The consistency of the grain free chicken, turkey, lamb and fish formula was like<br />baby poop.  There was so much water in this cat food that two cats went through a<br />full case in a short time.  I can put the water in the cat food.  It is misleading<br />and a poor value for the manufacturer to water down a product, call it a 13 oz can<br />and provide nothing like I have come to know and expect from other brands the same<br />size.",Negative
"I was really hoping this grain free canned cat food will work for my 3 cats; looks like it has good ingredients but none of my 3 cats will eat it. In fact one of them will smell it and start doing the scratching thing like he smells poop. Another weird thing is the whole can is kind of soft and meshed like baby food but there are some whole green peas in it, not sure if that is by design or some green peas escape the meshing.",Negative
"Yikes!  What was I thinking when I ordered 12 cans of this  stuff?  The food pantry may be getting some.<br /><br />It tastes like.....well, I can't use the words I'd like to.<br />Let's just say that it has no character at all...no distinct taste....if yu blinded yourself and then drank the coffee, I don't know if you'd even know it was coffee!<br /><br />I use just more than the amount suggessted;..;...doesn't help.",Negative
"Warning: it contains food preservatives. Other than that it is fine, but presence of preservatives in dates (!) justifies my low 2 star rating.",Negative
"The taste is great but it gave me a terrible migraine from the MSG.  Those who are sensitive beware.  Also, MSG addition is usually a way to fake true flavor.",Negative
"The packet of these seeds that I received must have been old because I don't believe even 10% of them grew. I tried some several times in soil and water and only got a few sprigs of grass. I garden regularly (I live in Florida) so it's not that I don't know how, and I even followed the instructions to the letter, but they did not grow.",Negative
"Look at the ingredients...it is made with Black Tea...Google Black tea and Fluoride and you will see that black tea is LOADED with fluoride because it is made with the oldest part of the tea plant it contains the highest level of fluoride of any tea. Fluoride is not healthy for anyone. If you want a healthy natural tea, get one that is made with white tea leaves. White tea leaves still have all the beneficial antioxidant properties but much, much , much less fluoride than either black or green teas.",Negative
Spent $29  for real kona coffee and didn't want the kona blend sold here. The Hawaiian roasters was disappointing. Tasted nothing like the kona we had everyday while honeymooning in Maui. Not good,Negative
"I like my chocolate tempered to some level of crispness. These nuts were chewy, not crunchy, and the chocolate coating was a bit mealy.<br />If you know anything about dark chocolate, and like yours with some snap, don't order these.<br /><br />Actually, the best dark chocolate covered walnuts are called Perigord and are available through a Canadian company called Kis Global.<br />They are sun dried, super crispy, covered in a fairly thin shell of 70% dark chocolate, and dusted with unsweetened cocoa.<br />Very adult and superb.",Negative
We ordered the product...our dog loves them...but no one cares if its 100 degrees outside.  recieved in one big melted ball.  thought they would ship in dry ice.  If its summer or hot in your area dont order them !!,Negative
BY THE TIME I RECEIVED THIS PRODUCT ALL 3 PACKAGES WERE MELTED SO ALL HAD TO BE THROWN AWAY BECAUSE EVERYTHING IN EACH BAG HAD MELTED TOGETHER,Negative
"I can not believe that this is actually for sale. It needs to be recalled. Sugar is absolutely unhealthy for all your pets. They do not digest/assimilate sugar like we do. Every Vet will tell you  the same thing and you will never see any quality treats or food that has sugar or corn syrup on the ingredient list. If you do see it on the list, DO NOT BUY IT!!",Negative
This is my 2nd review for this product.  The first one was supposed to be 75 words.  That would be too long for this item.  The product itself is good but the price for shipping for such a small item was ridiculous.  The package was small and light weight but I was charged $6.78 for shipping of a $4.99 item.  I have bought many items from amazon.com and it seems here lately that the shipping has gotten totally out of hand. I bought several items and the shipping was all together.  Therefore I did not know how much was charged for each item. I will not buy from this vendor again since they are making money on the shipping.  Enough said.,Negative
"On top of the delightful aspartame, this comes complete with hydrogenated oils and is a dead ringer for Country Time Lemonade mix.",Negative
"Instead of just being pork rinds, oil, salt and vinegar, they have lactose and maltodextrin on them, contributing to 2g of sugar per serving.  Many people (myself included) who buy this kind of snack who are on low carbohydrate diets; they will not be happy about the sugar.<br /><br />The labeling on the package is very strange, and I am surprised it gets by the nice government men who worry about this sort of thing.  It says Total Carbohydrates are less then 1g, so they get to put zero grams.  Ok, fair enough, I have seen that before.  But then the label admits to 2 grams of sugar, which is a carbohydrate.  How they can get away with saying they have zero grams of carbs when there are 2 grams of sugar is beyond me.  I assume it is just that nobody has caught them yet.<br /><br />Then there is protein.  The nutritional analysis says 8g of protein per serving.  Not bad for a snack food.  Right next to the 8g is says ""Not a significant source of protein.""  Huh...A slice of cheese is about 8 grams of protein, as is an ounce of meet.  I believe those are significant sources of protein.<br /><br />I went to their website, to check out the nutritional facts.  I did notice they were high in sodium.  What I missed was that they claim the number of servings in a 1.75 oz package was three (3), so the sodium in a package is actually three times higher.  I doubt many people expect a 1.75 oz package to be three servings.  I just looked up Fritos Corn chips.  A 2 oz package is considered a single serving package, and the analysis on the back shows one serving.  So when Fritos tells you the sodium level, it is only 320 mg for the entire package.  For these pork rinds, the 1.75 oz package is 900 mg of sodium, about half of your daily requirement.  A little steep for a snack.<br /><br />Although I went to their site to look at some nutritional info, they don't shows the label or the actual ingredients on their site or at Amazon.  If they had, I would not have purchased it.  They use partially hydrogenated oil, a kind of fat may be destructive to your health long term.  Since the government broke down and required that partially hydrogenated oil be listed on the label, a lot of the food industry has switched away from it, as people are correctly suspicious of it.<br /><br />To add insult to injury, I was unhappy with the taste.  They have a chemical, nasty taste.  I suppose that is subjective, but a few bites left me a little queasy.<br /><br />I feel bad having bought this, but perhaps my error will be of some use to others looking for a low carb snack.  Please pass this company's products by, and let's find someone else who can actually provide us the food we want and the information we need in a rational, ethical and legal way.",Negative
"THis product (which i am not allowed to return) has ingrediants of salt, spices, hydrolysed soy protein, that last item is the common industry con for adding msg to your food. Every soup on your grocers shelf contains msg, but, i digress. So, the third ingrediant is a form of MSG, further down the ingrediant list is proudly displayed ... Monosodium Gludamate, ...MSG. This does not add spice to your food, it stimulats your tongue into feeling that the food tastes good, when IT DOES NOT. MSG can make dogfood taste like hamburger. anyone who thinks this is making their food taste cajun may be serving ALPO.  Tones and Durkee (sp) do not contain MSG, I prefer Tones!<br /><br />I have 8 eight ounce cans of this stuff.. would anybody like to buy some hamburger from me?",Negative
"I bought this seasoning because Amazon stopped selling the 12 count Konriko cajun seasoning so this was the one they had in a 12 count.  I bought it thinking it would be similar to the Konriko, BOY WAS I WRONG!!!<br /><br />First of all like another reviewer said some of the ingredients are as follows:  hydrolyzed soy protein, and Partially hydrogenated cottonseed and soy bean oil.  I was completely stumped as to why these two ingredients were necessary in a spice blend mix.  Now I know why with the hydrolyzed soy protein; as the other reviewer stated it's a industry way of adding MSG.  Well why in the world do we need that and what's up with the HYDROGENATED SOY BEAN AND COTTONSEED OIL!!!!  BESIDE IT BEING BAD FOR YOUR HEALTH IT CAUSES THE PRODUCT TO CAKE AND CLUMP.  I steer clear of products with hydrogenated oils in them.  An even though this may not have many trans fat an accumulation over time is what makes this deceptively bad for your health.  When I purchased this last year they did not have the ingredients listed in the description, now it is.  I think that AMAZON as a regular practice should require all food products/company's to list the ingredients of their product to sell on their site.  WHY WAIT UNTIL THE CUSTOMER PURCHASE IT TO FIND OUT???!!!  I don't think this is a customer friendly practice!!!!<br /><br />Not a good buy IMO.  I found my Konriko at another site and will be purchasing it from there; unless AMAZON brings it back at a 12 count offer; otherwise to buy one at $8 and $4.99 s/h is just way over priced and highway robbery!!!!",Negative
"I agree with a previous reviewer - when it comes to the dinners (just about all of the Earth's Best choices) they are watery and SWEET.  Apples (or some other fruit) in just about everything, and the first ingredient is nearly always water.  I've decided to stay away from these as much as possible and purchase protein-containing dinners from another jarred brand (or mixing my own).  I'd really rather not nurture a sweet tooth at such a young age!<br /><br />The Earth's Best fruits and vegetables for the most part are great - just check the label to make sure water isn't the first ingredient listed (I just love how baby food will have water listed first but then some kind of flour added as well to thicken it up).",Negative
"As I have with all other Earth's Best jarred baby food, I won't be purchasing these Dinners for my baby because the jar lids contain BPA.  I contacted Earth's Best's consumer relations dept. personally, and the representative read me a prepared statement saying that the epoxy resin that lines Earth's Best baby food jar lids contains ""trace amounts"" of BPA, but it ""doesn't come into direct contact with the food.""  That kind of lukewarm response wasn't enough to put my concerns about BPA to rest ... after all, packaged food is jostled-around so much during shipping that these jars could spend days upside down, with the food resting directly on the jar lids.  So I guess I'll have to pass on these jarred Dinners for now.  (The Earth's Best rep did say that they were doing ""accelerated testing"" of BPA-free alternatives for lining their baby food jars).<br /><br />This is such a shame, because Earth's Best is the only company that makes organic, pre-packaged Stage 2 complete meals (e.g., with meat/protein, veggies & carbs/starch) in PUREE form.  All the other organic baby food manufacturers, such as Plum, Sprout, Ella's Kitchen, etc., only make Stage 3 meals, in chunky form.  Earth's Best does make some baby food in BPA-free squeeze pouches, but that doesn't include its Dinner line.  I was hoping to be able to expose my little-one to a wider variety of flavors and well-balanced meals while still at the puree stage.  But I guess I'll have to wait until she's old enough for Stage 3 chunky meals, or make her baby food myself.  (Virtually impossible for this super-busy and domestically-challenged mom, LOL!)",Negative
"I ordered this from Amazon and they were pure liquid. Like water. I did not feel at all comfortable feeding them to my daughter. Amazon customer service, however, was awesome and gave me a full refund",Negative
Bought this after reading the good reviews - not sure if it has to do only with my package but rice and lentil mix literally has a smell of mold. I actually opened two containers to make sure it wasn't just my nose playing tricks on me. I love this brand and I am very disappointed.,Negative
"Amazon normally does a fantastic job getting product out to me in great shape and on-time, but, I guess this is one product that they can not.<br /><br />Several jars had compromised seals and so we had to immediately throw them out.  I wish I could order this by mail but it seems this is one item we'll need to go to the grocery store for.",Negative
"I was excited to try this product after reading all of the good reviews. I wasn't really impressed when my son tried the food. The consistency was WAY too thin, and my son would hardly eat the whole jar. I would recommend making your own baby food, or use the Gerber organic.",Negative
"My baby didn't seem into these dinners, so I tried them. They're not terrible, but not good either. We'll stick with the EB fruits and veggies until she's ready for table foods.",Negative
"We ordered the Earth's best 2nd dinner variety pack along with the fruit variety pack.  We got the fruit variety pack and an oatmeal and fruit variety pack, not the dinner pack.  Found out we can't return the item, either.  We will try the Amazon phone help, but if all else fails maybe my little one will like this stuff...",Negative
My baby loves this food.  At whole foods they sell the same flat for 10.99 and thats retail.  I ordered this and just received it today.  I hadn't even opened package and I could smell a rotten smell coming from box. I opened it to find jar smashed and mold everywhere! I'm so disgusted and can't believe I waited over a week for this to arrive.  What a waste of my time.  The worst part is I ordered the fruit flat as well and also a broken jar and rotten mold everywhere.  I don't get how this happens the  shipping box isn't dented or damaged neither is the flat box.  So what someone packaged and sent a smashed and rotting shipment? Not a happy customer!,Negative
"Don't let the ""Earth's Best"" name fool you .. as stated in multiple reviews here - CHECK THE INGREDIENTS!  No wonder so many positive reviews here have the same theme, ""My kids will only eat Earth's Best!"" .. Well that's because they are all SWEETENED, which is one of the worst things you can feed to your child regularly.  They WILL develop a sweet tooth QUICKLY, and will start rejecting pure vegetables / other good things because of this.  There is no need to inject applesauce or other sweeteners into other foods.  That's just shameful, and there is only one reason for it - so the child will eat it and only want this brand.<br /><br />Best advice - if you must buy pre-made food, be sure the ingredients are just the main ingredient(s) and (if needed) water.  That's it.  Don't buy a vegetable that has ""applesauce"" or another silly ingredient added just to make the child love it and want that brand because it's sweetened.<br /><br />Shame on Earth's Best as a company.  Kudos to their marketing department for creating a name whereas consumers will automatically be drawn to them because they think it's a great product based solely on the name.",Negative
"Google ""propylene glycol"" to find out why.  I bought this product, along with several others, without running the ingredients by my wife first (a nurse of 30 years) she<br />was surprised when she noticed it.. we went a googling, and poured my $50 order down the drain afterwards.  There's ""pure"" and then there's ""not so much"".....<br /><br />from the website:  [...]<br /><br />Propylene Glycol<br /><br />A cosmetic form of mineral oil found in automatic brake and hydraulic fluid and industrial antifreeze. In the skin and hair, propylene glycol works as a humescent, which causes retention of moisture content of skin or cosmetic products by preventing the escape of moisture or water. The Material Safety Data Sheet warns users to avoid skin contact with propylene glycol as this strong skin irritant can cause liver abnormalities and kidney damage.<br />Also used in:<br /><br />  Tyre sealant<br />  Rubber cleaner<br />  De-icer<br />  Stain removers<br />  Fabric softener<br />  Degreaser<br />  Paint<br />  Adhesive<br />  Wallpaper stripper<br /><br />I wrote the company about this concern and they never responded....",Negative
"Received 6 bottles of concentrate from Paragon. Mixed EXACTLY to their specs., and was extremely disappointed in four of the six flavors.<br /><br />I am truly saddened to have to encourage you to NOT purchase the Watermelon flavor.<br /><br />This item has be returned for a refund.",Negative
"I was disappointed to find out that the LIDS of Earth's Best jarred foods are coated with an epoxy lining that contains BPA :(<br />I thought I was avoiding the whole BPA issue because these are in glass rather than plastic containers. If it's in the lids, it's going to get in the food as the food moves around in the jar during packaging, shipping, storage, etc. I was planning on being a devoted Earth's Best jarred food user because it was organic and in glass, but then I found out about the BPA. As a note, if BPA doesn't bother you, most of Earth's Best food is tasty.",Negative
"Packaging was fine but the baby food were rotten. However, Amazon.com does not let me return it. This is not right!!!! I have put the pic of the food on packaging review page. Buyers should all take a look at it.",Negative
"Just off the phone with them (Aug/12) and they said that yes they stopped putting BPA in the liners in Oct/11. Of course there is old stock on the shelves so I asked how to tell whether the liners we have are the ""old"" (with BPA) or the ""new"" (without BPA) and the person there said to look at the inside the surface of the lid. If it is all white then it is BPA free - if it is metallic or gold then it's the ""old"" lids which did contain a BPA layer. Thought this might help some of you out there!",Negative
I ordered this because I really like this brand and I have never had any issue with them.  My son usually like all the flavors.  I ordered this and the pears were sour/spoiled.  The other flavors my son refused to eat. I am sure there was something wrong with it.  So I am not sure what happened but I will NOT be buying these online anymore.,Negative
Several broke during transit causing mold to grow over all the other jars. Jars are cheaper at Walmart.,Negative
"Beware of what you are being charged .... it says that it's $9.99 but 911Drugstore is charing you $39.99 plus $14 in shipping. (I've found this to be true for several other items on this site.)<br />I'm not sure if this is a misprint .... Amazon doesn't seem to think it's an issue since the seller can charge whatever they want for the item.  I disagree, and think it's Amazon's responisbility to get to the bottom of this.",Negative
"I just called up customer service and found that since October 2011, all the jars are BPA free. BUT...the jars manufactured before October,2011 are still available in the market. Usually all these products have a long shelf life as they are vacuum sealed. So the jars with BPA lining on the lids are still floating around in the market. The consumers cannot tell the difference. So what is the point in buying this when you do not know if you are giving your baby something that is BPA free or not??? This is very very disappointing from earth's best.",Negative
I usually feed Earth's Best baby food to my grandson. He has never had a reaction of any kind to any baby food I have given him. This is the first time I have tried this particular variety pack. I fed him the Peach Oatmeal Banana and Apples and Apricots for breakfast this morning. Shortly after I noticed he was scratching. I looked and he had a rash. I remembered reading a baby food review where someone mentioned an allergy so I checked and yes it is this variety pack. I don't know what is in it that would cause this type of reaction. Unfortunately I fed him two different jars so I don't know which one caused it but I don't want to take a chance of him having another one so out they go. Just thought I would let others know.,Negative
"Amazon normally does a fantastic job getting product out to me in great shape and on-time, but, I guess this is one product that they can not.<br /><br />Several jars had compromised seals and so we had to immediately throw them out.  I wish I could order this by mail but it seems this is one item we'll need to go to the grocery store for.",Negative
There is BPA in the lids and company claims it doesn't touch the food so it's okey. Why do they even write ORGANIC 6 times around the lid? Not honest to their costumer. I wouldn't even give 1 star if l could.,Negative
"I have a 6.5 month old who eats #2 food all of the time. I bought this variety pack and noticed that the peach oatmeal is thick like a paste. Coincidentally, as I was thinking that as I was feeding him he started choking and gasping for air.  He couldn't breathe and I had to give him the heimlich maneuver and luckily he started crying.  VERY SCARY and those jars went right in the garbage.",Negative
"This food is phenomenal but WAY overpriced. I pay $7.99 a case in New York City and it is often on sale for less than $6 a case at BabiesRus in New York City. Grocery prices are obscene in NY so if I am paying less here, this is no deal.",Negative
"The ""reviewer from Florida"" was being extremely kind in their review.<br />This gruel is not even fit for farm animals.  I've lived in Hawaii most<br />of my life and have shopped mostly in the local health food stores-so i have had<br />many many different batches of Basmati rice.  What Amazon has sent me is NOT<br />edible in my opinion.  It is not long grained as Basmati should be and does not<br />cook as it should - it fully cooks too soon and does not need the full amount of<br />water that Basmati usually does.<br />I am tempted to contact the FDA to see what it really is!<br /><br />My apologies to the ""reviewer from Florida"" - i should have listened to you and<br />passed on all this frustration - Amazon does not allow returns on groceries.<br />Needless to say - i am now stuck with several pounds of inedible rice.",Negative
I love fact that this drink is neither too tangy or tos sweet.The combimation of both is perfect and therefore quenches yor thirst  without leaving an unpleant after taste. t,Negative
I would never buy this cake. It looks horrible. Some of the fondant work on this seller's other cakes is shabby the piping is horrible...worse than a cake you would buy at the grocery store. The flowers look like red and green blobs. How can you possibly think you should sell these to people?,Negative
"I LOVE green tea and green tea beverages. When I saw this on sale I was happy to try it. Once I received it and tasted it I was not so happy. First off tasted like the smell of dirty water. Best way I can describe it lol This has cane juice yet tastes like it doesn't have anything. Added calories for what no flavor? No Thanks. So yeah all in all pretty flavorless (beside the dirty water smell taste). Was a huge disappointment. Worse yet I bought 2-12 pk cases. Now I have to doctor the rest up. Maybe just buy some lemons and make them into a green tea lemonade? Oh well, I tried.",Negative
"Maybe it's just me, but I have used this extract in my oatmeal (same amount as McCormick extracts) and I can't taste any flavor at all.  Very disappointing.",Negative
"In the attempt to make blueberry cake for my brother, I used the WHOLE bottle and STILL didn't have a blueberry cake.  I added about half the bottle to the cake mix (white cake--NOT vanilla), and the other half to the frosting (white frosting--NOT vanilla) and it still only had a HINT of blueberry flavor.  I was completely disappointed in all the time, effort and money spent making it, and it barely tasted blueberry.  I would have thought that using the WHOLE bottle would have made a blueberry flavor.  I guess I will have to see if I can find actual blueberry extract and not blueberry FLAVORED extract.  Will not be wasting my money on this again.  :(",Negative
"Something is Very Wrong  The product is excellent.  I have been buying it for several years, first at Whole Foods, and then when they dropped the product, I have been purchasing it online.  In fact, I purchased it in its original larger size jar.  When the size was decreased to 8.82 OZ,  the selling price remained the same at Whole Foods.  I also purchased ALL flavors as this product is really delicious.<br /><br />The price has been going up CONSIDERABLY. I purchase 36 jars per order to save on shipping. With each order there is always another price increase.<br /><br />My recent order of September 2012 for 36 jars was apparently packed at the warehouse and sent to the store. The store did not repack it. Each box of six was sealed with warehouse tape identifying the item. It stated the name of the store it was shipped to as well as the flavor. The following information shocked me, and I quote:<br /><br />RIGONI FRUIT SPRD 8.82 OZ Pack 6 Retail 5.99<br /><br />Did you note the price? Retail 5.99!!!! It did not state wholesale, it said RETAIL PRICE. No one sells it for 5.99, yet the warehouse stipulates that is the retail price. Am I missing something here?  How many hundreds of dollars have I wasted???  I guess it is a matter of what the market will bear.....OUTRAGEOUS!  Of course there is the additional shipping chg.  On principal alone I will give up on this product. The GREED is beyond comprehension.<br /><br />I gave the product a low rating, even though the product is excellent because it is incredibly OVERPRICED.",Negative
I believe gerber may have mixed apricots with the peaches. It now has a sour after taste and my son hates it.,Negative
They have some textured powder stuff on them that makes them taste bad.. bad after taste. I guess it's so they don't stick together. Never again,Negative
"So as soon as the delivery guy gave me the package I opened it ready to eat some gummy bears and all I got was a big goo of gummy bears. Due to the heat of the delivery truck it all melted into gel. Of course it is not refundable so now all i have is a bag a liquid-multicolored goo. thanks for making me throw away 15 dollars. Good game amazon. So think about if its summer or kinda warm, stop and wait till december.",Negative
The taste is not horrible but it is not very good. There is not a very good mango flavor. I would not buy again.,Negative
"Oh my gosh.  I bought this tea and drank my first cup in the late afternoon.  By evening I was having the worst stomach cramps and diarrhea.  I belatedly looked at the ingredients and the first one is senna leaves.  During internet research I discovered that some individuals may experience discomfort or cramping after using senna products.  Also the following admonition - don't take senna for more than a week or so or your body could end up relying on it to contract your bowels.<br /><br />Side effects can include:<br />*diarrhea<br />*intestinal cramps or gripping pains<br />*rash<br />*severe weight loss<br /><br />Senna should not be used by persons with Crone's disease, Diverticular disease and other similar diseases.<br /><br />Senna is not a daily or causal supplement and excessive use can cause liver damage.<br /><br />I wanted to die my insides hurt so bad.  Any weight loss you may accomplish with this tea may not be worth the pain.  Be aware before you use.  I threw my remaining 29 tea bags away!",Negative
I dont like the taste of this at all.  I have some other fennel tea from another company not on amazon and it is fantastic.  Cant remember exact name but think it is something like MB - is a french company and I got it in canada and by mail order after that.  It is much better to my taste.  Never dreamed there would be this much variance among fennel seeds as only ingredient.,Negative
This is not for me. It was like eating a bowl of fat. Not my preference. Everyone is different. Personally i dont like this at all.,Negative
"this egg pasta ingredient was ""powdered egg product"" and as such not as tasty as those containing the real thing.  i don't like anything powdered, but price was RIGHT.  can't have it all i guess.",Negative
"I was really disappointed in these olives. The are very mushy and I prefer a more firm texture. Cat Cora's olives are much, much better.",Negative
