Text,Sentiment
"I really love this coffee, great tasting and bold.  However, on about 1/3rd of the pods, the foil separates from the cup and blows grounds into the brewer and my coffee cup.  I can usually predict which ones will do it because the foil on the k-cup is not puffy like it has pressure, but flat and wrinkled.",Neutral
"It's coconut flavored, either you'll like it or not.  I was actually surprised since I'm not a big fan of coconut, but I liked this coffee.  Not my favorite, but nice on occasion.",Neutral
"This is less of a ""bold"" flavor and more of an acidic and bitter coffee. My wife is easy to please and she's not a fan. I'll finish the box but I reach of others first.",Neutral
"The coffee is just OK. It's very mild, almost bordering on weak. Would buy it again if the price was right.",Neutral
"Bought this on the recommendation of my son.  Not a big fan of flavored coffee, but a cup a day of this lightly flavored coconut coffee puts me in the islands.  How can you go wrong with Wolfgang Puck?",Neutral
"The flavor of this coffee is good, it has a nice balance of Vanilla without being too strong.  It's not the boldest coffee, but it's a nice afternoon treat.<br /><br />That being said, I have had problems with several pods.  When you hold them up to the light, you can see that there are grounds outside of the filter portion of the pod.  This causes a cup full of grounds when you brew the coffee, and also clogs up the pin at the bottom of the pod chamber.  I'd say about 1 out of every 5 or 6 pods has this problem.",Neutral
"I admit, I like my French Vanilla coffee to be heavy on the vanilla side.  This isn't.  It's a much stronger coffee brew, meaning more sugar and creamer is needed to tone down the coffee flavor.  On the other hand, it's a reasonable alternative if my preferred brand (Van Houtte) isn't on sale or when it's occasionally out of stock.  I like that it comes in a 2-pack because our family goes through a lot of k-cups and I don't have to order quite so often.",Neutral
I thought the coffee tasted fine.  It was not strong enough for my husband.  Several of the pods burst during brewing.  I probably won't purchase this again.,Neutral
"I was expecting a mellow caramel flavor, but this coffee is a bit sharp and you really can't make out any carmel flavor.",Neutral
I like bold coffees and should have trusted the other reviewer who said it wasn't strong enough. This one has a watery finish to it and not very much flavor.  I'll be going back to Emeril's Jazz'd Up Decaf and trying the Coffee People's French Roast Decaf.  So far I've loved everything by the coffee people except the organic blend.  If you like strong coffee don't buy this but if you like a weaker coffee that you can see through you'd probably enjoy this one.,Neutral
"I love this coffee!  I am not a strong coffee drinker and this coffee is perfect!  I have no problems with it working in my Cuisinart Keurig Brewer, I aways get the perfect tasting cup of coffee.<br /><br />I gave it 3 stars because one of the 2 packs contained only 13 K-Cups and not the 24 that it was supposed to have.<br /><br />The decaf 24-count (pack of 2) arrived with the correct amount of K-cups and is as yummy as the high test!",Neutral
"We have tried just about every k-cup of regular coffee out there.  We don't do the flavor kind.  My husband loves the GM brand most of the coffees are mild (even when they say medium roast)...I go for a little more on the medium roast like the some of the Tully's and Caribou brands.  It used to be that we were always ordering the same brands, once we liked a certain one.  But I ventured to try the Wolfgang Puck line.  While this flavor is touted as a medium roast, it seems to be more on the bold side with a little bitterness.  It is still not a bad coffee, just not as good as the ""Rodeo Drive"" or ""Breakfast in Bed"" k-cups which has no bitterness.  I must say though, we have now added the latter 2 flavors of Wolfgang to our buying ritual.",Neutral
"My husband likes strong coffee.  I like medium.  Neither one of us like this particular one.  There just isn't much flavor of any kind...coffee or caramel.  We like the vanilla one much better.  We'll drink this until it's gone...but it's the last flavor we choose, and it's lasting way too long!",Neutral
"The taste is fine, but the K-cup container has opened at the seal during the brewing process on more than one occasion, resulting in a mouthful of coffee grounds!  I have never had this happen with any other brand of K-cup before and hope it is not the norm for Wolfgang Puck.",Neutral
"I prefer the ""extra bold"" coffees, so this one really lacking on the flavor.  It's fairly weak, at the smallest cup setting its drinkable, but I won't be buying it again.  I'd recommend the Timothy's World Coffee, Rainforest Decaf Espresso instead.",Neutral
Taste is okay.  Not blown away.  Hidden is the fact that this is truly a decaffeinated coffee.  Only place to find this out is on the bottom of the box.  Not what I want first thing in the morning.,Neutral
"I had tried Green Mountain Sumatra Reserve and found it delicious and strong. It's not available on ""subscribe and save"" so I read the reviews and opted for Wolfgang Puck. My husband likes it and I like the flavour but it's very weak in comparison to the Green Mountain. I have to order something else for me.",Neutral
"We love Hazelnut coffee, but this just didn't have enough coffee flavor in it for me. Kind of on the weak side in my opinion. I'll keep looking.",Neutral
"K-cups are marginally better than good coffee that I can buy at the store for 1/2 the price or less. This product was offered at $19.95 and I was willing to purchase it but it immediately went up to $26.95. It is not really worth $19.95 and is certainly not worth any increase. Additionally, what's the deal on offering INSTANT COFFEE in K-cups for $15.99 leaving us to think it's a good deal on REAL coffee. Do you want to lose our trust (business)???? That's a good way to do it!!!!!!!!!!<br />jb",Neutral
"I ordered the vanilla coffee for my college age children.  Unfortunately, there were shipping delays and it did not arrive until the kids had returned to college for the Fall semester.  Update to come when they finally come home for a break -- it may be a while.  The other coffees I have ordered have all been tasty and a very good value, I have no reason to believe this will be any different. I can say that the k cups and the Keurig have been delightful.  I enjoy having a freshly brewed cup every time and like that I save a bunch of money by brewing at home into a travel mug rather than stopping to drop $2.00 for a cup on the way to work.  Saves all those styrofoam cups too!",Neutral
"I was so excited to try a new BOLD coffee.....needless to say, I am disappointed. I would rate this coffee as a MEDIUM. If it would have been listed as a MEDIUM, I would have given it a higher rating because this is truly a MEDIUM strength coffee in taste and flavor. I will still drink it from time to time- flavor is smooth, not bitter. Overall, I wish that I would have ordered some more Jet Fuel or Black Tiger.",Neutral
"So here is another example of a 48-pack of k-cups I bought ""untested"".  I figured, well, I really enjoy Sumatra's bold, smooth and rich with a bit of bitterness flaver, so why not?  Wolfgang puck has a few restaurants, so maybe he knows coffee.<br /><br />So, this is utterly average in all departments.  It's not very bold or rich, although I can say it does have the bitterness, which is a bit unbalanced as it lacks the richness.  Purchased only because it appeared on the Subscribe & Save at a great price per k-cup.  That makes two WP's that have been run of the mill at best [Sumatra & French roast].  Next time I'll be more discerning.",Neutral
"I really like to mix things up with k-cups and rarely buy 50-ct boxes of a single flavor.  Exception to the rule would be for dark, bold coffees such as French roasts, which I really enjoy.  So when Wolfgang Puck's French roast turned up on Amazon's deal of the week, even though I have never tried before, now I have 48 units.<br /><br />It's fairly non-descript for a French roast.  Decent aroma, but taste is muted compared to, for example, a Diedrich French roast.  I don't hate or even dislike it, it's 'okay', and for the price I paid, is acceptable without complaint.  It may make an acceptable guest coffee for those wanting something a little bolder without being over the top rich.<br /><br />I'd call it mildly bold, average, and I won't be going out of my way to keep it on hand.",Neutral
"First, let me say that I prefer extra-bold K-Cup coffees and only occasionally drink a medium blend, and never decaf. I bought three Wolfgang Puck coffees several months ago: Rodeo Drive Blend; French Roast; and Sumatra Kopi Raya. All three are quite drinkable, though they do not measure up to a few of the extra-bold blends from Coffee People: Kona Blend; Organic Blend; Jet Fuel; and Black Tiger. Even better than these, though, is my new favorite, <a href=""http://www.amazon.com/gp/product/B003M7TTYG"">Green Mountain's Revv</a>. Those who prefer a strong, dark cup of coffee (even at the larger mug setting) should try that brand.<br /><br />Previously, I had found the dark-roast Green Mountain coffees rather boring, but Revv lives up to the hype, both in strength and flavor. Another great Green Mountain coffee is their Espresso Blend (though Amazon doesn't stock it, so the prices tend to be higher here than in brick-and-mortar stores such as Bed Bath and Beyond). Finally, a favorite regular over the years has been <a href=""http://www.amazon.com/gp/product/B004M5W7YQ"">Emeril's Big Easy Bold</a>. It's a very nice coffee, though don't expect the New Orleans experience of chicory flavor.<br /><br />Bottom line: You won't go wrong with the Wolfgang Puck coffees, but for my taste they do not stand out among the available bold coffees.",Neutral
"Of all the K-Cup flavors that are out there, and there are many very good ones, this is one of my least favorites, and I have tried almost all of them.  Not much flavor to this one, even if you add various types of creamers.  Of course, it is all a matter of taste, but this one doesn't taste all that good.  It is not bad - it is just kind of there - like a generic coffee.  Try something else instead.",Neutral
The coffee was more on the light side rather than medium roast.  I don't think I would purchase it again even though it was a good value purchase.,Neutral
"After receiving this coffee I made a few cups.  It was fairly smooth, not too overpowering, and had a slight mocha aroma.  It's OK coffee.  I likely will not purchase this one again because there are so many better ones.  To gauge my review for others, my favorites are Coffee People Donut Shop, Green Mountain Dark Magic, Coffee People Organic Bold, Emeril's Big Easy Bold, and Tully's Kona Blend.",Neutral
I really like medium strength coffee but this is a little too bold to be considered medium. It is almost bitter when compared to other medium coffees.,Neutral
This coffee is okay but certainly not as good as Green Mountain's Breakfast Blend. It just doesn't taste as good.,Neutral
"This is a great flavored coffee nevertheless, K-cups are getting too expensive for everyday home use.  I am now using the filler and using my own ground coffee much of the time. It's also helpful to look for other price alternatives.",Neutral
"I like the Senseo coffee machine and believe that it can make very good coffee. However, I have been disappointed with the Senseo coffee pods that are made in Belgium by Douwe Egberts. The pods are not individually wrapped and the coffee often does not taste fresh. The pods also contain too little coffee which results in a weak, watery brew. The flavored Senseo French Vanilla Caramel Bistro Coffee Pods seem to me to be better than most Senseo blends that I have tried. In general, I prefer to buy pods from Timothy's World Coffee. The Timothy pods contain almost twice as much coffee as the Senseo pods and the resulting coffee is superior, in my view. I have found that the Timothy pods will work well in the Senseo machine if the pod is moistened and smoothed before latching the lid. I use the single pod holder and make a 4 ounce cup. If you must use the Senseo pods made by Douwe Egberts, try this blend.",Neutral
there is not much one can say about Hawaiian punch.  my kids love it.  the only r eason i took off 2 stars is that i ordered 8 64 oz bottles and received 4 128 oz bottles.  i need the smaller bottles so my kids can pour on their own.  i will have to revert to going to the supermarket for future Hawaiian  punch needs.,Neutral
"I love the coconut water - light and refreshing, packed with potassium. I was guzzling it down like, well, water, daily. I don't really enjoy plain water a lot of the time, but this provided refreshment, hydration, and flavor without a lot of the junk and/or calories that other drinks come with. 5 stars.<br /><br />I was looking forward to continuing buying it and consuming it regularly with subscribe and save. However....<br /><br />Price, specifically change in price, is terrible. 1 star. I cannot say more.",Neutral
"Every time I heated this particular soup in any microwave, the container made a popping sound and popped up off the turning tray, fell over, and spilled out. If you can catch it before it spills over completely, you will find when eating that the noodles all gravitate to the bottom and you are left with a very untasty, pasty noodle mash at the end of the serving.",Neutral
"Love this stuff, very easy to work with and reasonably priced if you can manage to buy it through Amazon with thier subscribe and save program, otherwise it is pretty expensive and you are better off making your own MMF. The Wilton stuff is like rubber and hard to roll out thin enough. I had no trouble with this. It also was not too sticky which was the problem I ran into when I used the Duff product from Michaels. So far this is the best fondant I have used. It really doesn't dry out so if you want your pieces to stiffen up quickly or become completely hard you will need to mix in gumtex, tylose or gumpaste to accomplish that. I love the taste of this fondant too, I don't usually like fondant icings but this one is really good! The white is truely white too, not cream or antique at all so you can easily mix in other colors to tint the color you want.<br /><br />UPDATE 1/6/12<br />Lowering my stars from 5 to 3...<br />My first few batches of Fondarific were great, easy to work with, good taste, nice consistency etc. I use alot of fondant and have pretty much used every brand out there plus made my own. I was totally sold on Fondarific until my last couple of orders. I didn't feel like dying fondant so I purchased the colored Fondarific for the first time(Pink and Red) so I'm not sure if that was the problem but they were REALLY soft. Like another reviewer I ended spending an extra 3 hours or so to cover my cake and decorate it because I had to keep putting the stuff in the freezer and it tore and bubbled all over the place. It was ridiculous like working with melting taffy. I live in Washington state and it was October so humidity was definitely not the problem. My last batch of white was workable but also stickier than usual so pieces kept sticking to the mat (even with cornstarch or shortening). So far both batches of black that I purchased were great and didn't have these issues. I have to agree with other reviewers here that the consistancy is lacking with this product. If you get a good batch it is the BEST stuff out there but you have to cross your fingers and hope luck is with you. I may give them one more shot since my first few orders of white were perfect but I will probably also make some marshmellow fondant just in case they aren't up to snuff.",Neutral
"This product worked well for small cakes.  It also tasted great.  For any cakes over 12 inches, it just would pull until their was a hole in it.  It is almost too soft a product.",Neutral
"I did a lot of research on this fondant and really wanted to like it however it just didn't work for me. When it arrived it was hard as a rock, but there is a card inside that indicates about 30-50 seconds in the microwave will make it easier to work with. This really did work well. It made it much more pliable and easier to work with. The fondant took color real well and rolled out nicely. It does say ""no shortening or powdered sugar needed"" that's pretty false. If you're coloring it you do need some while needing otherwise it will stick to your hands and your work surface. I DEFINITELY needed powdered sugar while rolling it out. Otherwise it stuck to the silicon mat I use. Also, after coloring and putting it in the microwave it definitely needed some time in the refrigerator before it could be rolled again and placed on the cake. Otherwise it was far too gooey.<br /><br />Finally, the moment of truth arrived, laying the rolled out fondant on the cake. It was much more difficult to work with than I imagined. It's very picky on the thickness. Too thick it's impossible to lay flat, too thin and it would stretch and get holes. I will say it did get some 'elephant skin' during application I was able to smooth it out using a smoothing tool and the final product looked fine. Perhaps I was a little bit rusty, I used to teach a Wilton cake decorating class and have taught fondant decorating for many years but haven't done a cake in the past 5-6 years. I just never remember the wilton brand, which tastes horrible, ever being this hard to work with.<br /><br />The flavor was fine on it's own, but as most fondants, it's incredibly sweet..incredibly. Despite the improved flavor people were still pealing it off the cake and eating the cake and frosting.<br /><br />In the end the cake looked wonderful and people were pleased but not sure I'll be using this brand again.",Neutral
"I have ordered many tubs of fondarific in many colors, and generally don't have many problems. If you are looking for a fondant to sculpt figurines out of, this is not the fondant for you. It is, however, the best tasting fondant you will find, guaranteed. It does not dry out which is lovely for covering cakes, but is the reason sculpting is impossible.<br /><br />This last time I ordered a five pound bucket in wedding white, it was horrible. It was so soft it was almost gooey. I had my AC at 65 degrees, placed it in the freezer for awhile, and it was still stretchy and soft as if I had been kneading it forever. I even added some gumpaste and a ton of tylose to try to stiffen it a little, to no avail.<br /><br />I was in a bind and had no time to get or make more fondant, so my cake took 3 times as long as it would have, and it looked horrible. I was very disappointed.<br /><br />I guess I just got a bad batch this time. I would suggest that you order ahead of time and check it first so you don't get stuck like I did.",Neutral
"I wanted to try this coffee once in my life. I was very happy with the company that mailed it, and the timely manner in which they sent it.",Neutral
"haven't used it yet , but if going by past Marshal Creek products ... ? should be good.",Neutral
The blend of ingredients is great and a good balance of dried fruit and nuts that our family enjoys. I was having trouble finding it in the local stores that I shop so I thought I would shop for this online. I was happy to find it but unhappy about how much more it costs to order online than picking it up at a local store. I don't think I will order it again online and will simply keep my eyes open when I shop locally.,Neutral
"After reading reviews and testing these out with friends, I can say this: Everyone's tastes (and tastebuds) are different. What is not sweet to one person is super sweet to another. So be ye warned, results for these may vary.<br /><br />I found that the tablets didn't make things ""sweet"" as much it cut down on the sourness, almost like a numbing effect.  Ever put sugar on a lemon slice and bit into it? The sour kick is still there, just canceled out. I'm certainly not going to be eating them like candy as some reviews suggest.<br /><br />Tried out a few beer types, with mixed results: Beers that are fruity/citrus ended up gross, as it would taste like I mixed in a mouthful of juice with the beer. Dark beers like an Irish Red were my favorite.<br /><br />I really recommend going out to eat so you can try a variety of things. Certain foods will take you for surprise (ranch dressing, for example, was notably different and very good).",Neutral
"These tablets did work, but were not nearly as effective as I had expected.  I set up an entire spread of foods, cheeses, fruits, vegetables, liquids etc to try and when my friends and I allowed the tablets to dissolve, they only worked on a couple things and only for a very short period of time (maybe 5-10 min?)",Neutral
"They do make sour stuff sweet for a bit, but sometimes it gives it an odd flavor... great novelty item.",Neutral
"This tablet which is referred to as the miracle berry is used to distort taste of unpleasant(to you) items. You can let 1 dissolve in your mouth,swishing around once or twice, then bite a lemon and it taste sweet. It is an odd sort of sweet. It comes with a list of items you can use it with, lemons,strawberries,cheese. I was using it to try and mask the taste of the salt water flush while doing the master cleanse. It DOES NOT mask salt water. Not sure of a use I'd have for it. It does what it claims, just not needed for me.",Neutral
"I tasted about half of the different foods on the big list of recommendations. Most tasted slightly different. Some got a sweet tickling in the mouth. I got the strongest effects from vinegar, ketchup/mustard and Salt-vinegar chips. But nothing tasted miraculously better as I had expected. As others have pointed out, everyone reacts differently. The two other people I did it with seemed to have about my reaction as well. One experienced a bit stronger and the other one a bit weaker than me. You could try this if you are interested but I wouldn't buy it again.",Neutral
"I bought these tablets to try during lunch at work. Four of us each tried one tablet, tasted various foods, and noticed no difference. At that point, I gave up, but two intrepid friends went on to try four tablets each. They reported strange flavors in some of the foods they tried, but many items remained unaffected. Among those that were was a fruit punch Powerade reported to taste so sweet as to be very repulsive (like drinking pure sugar), and a cashew which apparently tasted like heaven. Most other affected foods were impacted negatively.<br /><br />In all, we were unimpressed with these tablets. While they did accomplish their flavor-changing purpose, it took a lot of tablets before any change was noticeable. And the experience, though fun, was rather pricey considering how many tablets were required. I was really hoping for a bigger impact.",Neutral
I was a little dissapointed. It tastes  good. It is just a little watery tasting. Land of the lakes is better. But they dont have sugar free. So for sugar free I can give a heads up on this product.,Neutral
"So I am a huge Chocolate Peanut Butter freak, and have been looking for a peanut butter cup cocoa for a while. I finally broke down and ordered this after a few months hemming and hawwing about it. Now I aadmit to not reading the directions the first cup and at first was like wow slightly chocolate water and added a few more spoonfuls of the mix to my cup and it improved but was not quite what i expected and this was made with water(I was at work and had little choice) The next day I deceided to try it again at home in my hot cocoa machine with milk and there was a GREAT improvement!! So as a result I'm going to try an experiment tonight and make a shake in the blender with the mix!!! I said im a peanut butter cup freak!!!",Neutral
"This is an OK hot cocoa. I had been using Land O'Lakes product, but wanted to try this for a change. The taste is comparable, but the portions in each packet is smaller. I still like Land O'Lakes hot cocoa better.",Neutral
"I LOVE dark chocolate so when I saw the reviews of this kind I figured I'd give it a try.  Now taste is a matter of individuality so I'll give you the difference in this Belgian Dark Chocolate by Stephen's and my usual Nestle Rich Chocolate:<br /><br />Belgian:150 calories per serving,  serving is 3Tlb mix and only 3/4 cup water or milk.<br />vs<br />Nestle: 80 calories w/water per serving, serving is 2Tlb mix and a WHOLE cup of water.<br /><br />Belgian: Total Fat 3.5g,  Sodium 240mg, Total Carbs 27g, Sugars 22g, Protein 2g<br /><br />Nestle: Total Fat 3g, Sodium 170mg, Total Carbs 15g, Sugars 12g, Protein 1g<br /><br />I first mixed the Belgian mix as directed but couldn't finish it due to the fact that it was just too sweet for me.  It IS creamy, but just too sweet.  When I use the Nestle I only use 1/2Tlb and a squirt of dark choc. syrup and I'm happy with that.  So I then mixed the Belgian as I do with the Nestle and it's ok.  I can't rave about it due to the fact that it's higher in sugars and sodium than the Nestle and if you are trying to watch those things you might want to take that into consideration.<br />To me dark chocolate shouldn't be as sweet(or sweeter) as milk chocolate, I'm sure that's why I prefer dark chocolate.  I'll even add some unsweetened chocolate powder to my mix at times.<br /><br />But as I've said it's all in your individual taste, I just wish they would have listed the Nutrient Facts along with their ingredients.<br />Not bad, just not all that great if you don't like REALLY sweet hot chocolate.",Neutral
This product contains partially hydrogenated oils which is very detrimental to your health. I would rather pay more for a product which does not contain transfats.,Neutral
"Ended up with a case of the Stephen's chocolate rasberry and a case of the Stephen's French Vanilla<br />""cocoa.""  I really wanted to believe the 100% positive feedback on here, but you should never believe<br />what you read, right?<br />I guess the 1st thing I look for in a cocoa is that the liquid has some body to it. This seemed just<br />watery and weak....it looks like a no-fat soymilk.<br />I added MORE than the recommended amount for the serving size and it was still just so-so.<br /><br />I am just not impressed with the way the powder globbed together and clumped and stuck to the spoon~yuk.<br />$5 a can for 12 serving when you can get the packets of the standard cocoa for 99 cents on sale for<br />the same amount of servings?<br />Granted, Amazon's price is better than the manufactures website since there is NO shipping through<br />here and shipping is at a premium through Stephen's Gourmet.<br />I would say unless you have tried this somehow elsewhere first, do not bother wasting your money to buy<br />6lbs of cocoa mix at one time. You might end up doing what I will have to do when you don't like it.<br />sigh<br />give it away~",Neutral
"This review is for their dark chocolate. Most who like dark chocolate are into the pure chocolate taste and its health effects...not the sweetness! Just as with good coffee, its not necessary to make it overly sweet or flavored since there aren't that many sweet-freak-fatties drinking it. The ancient Incas didn't use any sugar at all with their chocolate!<br /><br />I did give it an extra star just for having a dark chocolate drink product since their aren't many companies that even make one, so kudos to them for that.",Neutral
I was really disappointed in this coffee.  It's a darker roast than i was expecting and the bag has no expiration date.  My coffee tasted quite stale and old.,Neutral
"The Jeremiah's 5lb bag of Ethiopian coffee is often sold-out, so I've been looking for a good roast with similar value. I'm OK with a more medium roast, but this coffee seems more mild then I would have expected. Still a good deal, but I wish it had more flavor. In general, I've had good luck with Jeremiah's brand, although sometimes the bags are not as well-sealed as they should be.",Neutral
"Delivery of the product was quick, however the items are smaller than how they appear on line. Next time I would order the larger size.",Neutral
"An otherwise good gum reduced to a three-star review by really mind-boggling packaging. I fail to see the advantage of the foil-covered capsule approach. I lose approximately one piece a pack by pressing just the wrong way and having the gum shoot out of the package like a cannon, forever lost.<br /><br />The gum itself is decent, lasts for slightly less than a twenty five minute car drive, packs a comfortable punch, and improves breath. Still, it's not outstanding, and doesn't overcome the poor packaging, so won't be buying any more.",Neutral
"Can't say much about the product itself.  was a gift for friends in California who had just given birth and it arrived 5-6 days after shipping totally melted.  The seller gave early warning before shipping stating the weather had been abnormally hot and that they could not be held responsible for packages missed and left to sit in the heat.  I assumed that was not an issue considering my wife was at their home and aware the package would be arriving and I had also purchased priority shipping (additional $8+dollars).  No such luck.  Be sure whoever you are buying these from gives you absolute specifics before you buy.<br />Just to be fair, I have to say the seller was very quick and courteous with responses to my concerns.  Unfortunately she didn't even consider any form of compensation though.  I really hate throwing money away and giving a less than memorable gift at the same time.",Neutral
My cats all love this product just like they love the other flavors. I dare not run out of these treats or I might have a kitty uprising!,Neutral
"This simple yet tasteless product did what it said it would, thicken gravy and soups. This product in my opinion should be used in the morning before work or people who are studing late nights as Chia makes you energized.",Neutral
I bought these to put in smoothies and they do not totally grind up in the blender.  I am going to try to grind them by hand before i add to the blender. It all depends on your texture preference.  I do not mind seeds from fruits but these bugged me!,Neutral
"This is a pleasant tea, it tastes mostly of chamomile.  Unfortunately for me, it doesn't do too much to squelch heartburn.  I'm now 36 weeks along and have had heartburn almost the whole time, and I was hoping this would help out but it really hasn't had an effect. I do like the tea just as a mild beverage, but I can't recommend it for pregnancy related heartburn.",Neutral
"Got this as a gift for the office.  It's nice to get people to take a break from work to see what they get.  Unfortunately, its not well mixed.  It's almost gone and so far, all the black ones are not the licorice (and that is the good flavor compared to the other one, ick!), same goes to the white ones and the there was only one pair of the blue to be played :(",Neutral
"Taste is just Ok, a bit greasy compare to 94% fat free micro kettle pop corn bags (purchases here at better cost.) Coconut flavor is like coconut flakes flavoring.<br />Not a good value since you get 18 bags for $30. Purchased it because I wondered about it since I love Coconut.<br />Won't buy again because of the greasy feeling and high cost.",Neutral
Gave it to my daughter who uses it in recipes but I wanted to use it in smoothies.  It tasted to bad to me.,Neutral
"I love my coffee, and because of that, I have tried lots and lots of varieties although I began as a simple Folgers fantatic.  Jamaican Mountain Blue Coffee has been touted to be the best of the best world coffees out there by such highly esteemed sources as the Food Network and the kitchens of the White House.<br /><br />I found the low acidity of the coffee very refreshing, but the darkness of this roast has not allowed a lot of subtleness of the flavor to come out.  To me, this tastes like Folgers at its best, but nothing more than that.  Great for everyday drinking, because it is smooth and rich and leaves little acid ""bite.""  But still, after having tried Kona coffee with its myriad of subtle flavors, I found Blue Mountain kinda boring.<br /><br />I guess I disagree with experts, but hey, my coffee is important and taste is everything!  If you like exotic flavors, this isn't it.  But it you would like to have consistently smooth, rich, honest coffee, this is the one.",Neutral
"I am a coffee lover of many years and as such am always interested in finding good coffees.  This was my first time to try blue mountain, and purchasing it with a gift certificate allowed me to be a bit more extravagant than I otherwise would have been.<br /><br />While the coffee is good, I don't find it to be superior to other coffees I have ordered which are considerably less expensive.",Neutral
"I bought this coffee in Jamaica ($15 for 1 lb bag).  While I liked and enjoyed it, I prefer several coffees from my local shops at about the same price.  I think that it may have been worth the $15/lb, but no more.  Certainly not at these prices.",Neutral
"Went to Jamaica last May and brought about 6 pounds of this and the Waldenford's Blue Mtn back with me. About half what you are paying here, but still not worth the money. It is good coffee. No question. But don't believe all the hype. I am a casual coffee drinker and someone that takes coffee more seriously might get more benefit from this coffee. To me, not the case. I order my Peet's Arabian Mocha Java online for about $14/lb and it is still my favorite coffee.",Neutral
"We own a small neighborhood bar and the patrons enjoy having the novelty of fresh, hot pork rinds served to them with their beverages.",Neutral
"It was quite a commitment for me to buy this quantity of pork rinds from Amazon but I decided that I would ""give it a go"" since I like the pork rinds that are sold in grocery stores and I figured that these could only be better since they'd be fresher when microwaved.  They taste great and I think that they have the perfect amout of spice.  HOWEVER, two things....the smell is ""funky"" when they come out of the microwave.  Regardless of the taste, I can't seem to get used to the smell.  Secondly, when it comes to popcorn, I have to pop popcorn less than the directions on the package in my microwave or it will burn.  I found it to be the opposite with these pork rinds.  I had to cook the port rinds LONGER than the directions say on the package, otherwise they wouldn't be popped nicely and were a bit chewy.  So if you find that you cook these and they don't seem crispy enough, cook them in your microwave longer than the directions say to do so.",Neutral
"I was so excited to see these! And the price is good.<br /><br />First, it takes a little learning to figure out how to cook these. The instructions are not much help. ""Stop cooking when the bag stops expanding""....they might as well say, perform a Vulcan mind meld with the pork rinds to know when they are done. I found that the bag's expansion--or not---has little to do with whether they are done. I have a 1200 watt microwave and 1:30 was perfect. 1:00 and they were not cooked, 2:00 and I had charcoal bits.<br />I had to sacrifice a couple of precious bags to figure this out.<br /><br />Taste and texture? Well they are infinitely better than bags of pork rinds from the store. The texture is very good. The taste? I am in no way shy of salty food, love me some salt! But these were borderline too much for me. I did sprinkle some cinnamon and Ideal on them to make them sweet and I still had a hard time eating them. My husband liked them this way though.<br /><br />If they could back off the strong salty flavor, I would buy these again. As it is, I'm going to use them to make low-carb nachos. I won't be reordering them though. Love the crispy texture! But can't choke down the overpowering saltiness.",Neutral
"taste is not like other pork rinds.  but does not taste bad.  when you microwave them, the bag only pops up about half way.  when its done popping and you eat them immediately, they are pretty hot and seem to melt in your mouth.  needing much water and a brushing to get the rinds and the taste out of your mouth afterwards.  I think the idea is pretty good, but the product did not turn out how they expected in my opinion.",Neutral
"These are an okay snack. They don't puff up like the Pork Rinds I have had in the past. The quantity of rinds in the bag seems lacking. There is a unusual taste as if some type of seasoning added that I can't figure out. If you want a salty snack with no carbs they are okay, I, however, will not buy them again. I'll stick with the regular puffed up ones or cracklings. These don't fit in either category quite the way I expected.",Neutral
I did not find the smell to be anything but inviting.  Warm pork rinds is a concept that was new to me.  I found the taste to be very good.  I had no problems with the cook time and the bag did not collapse on the product.  My only complaint is that there was just too much salt.,Neutral
"Takes at least three minutes in my Micro, and some are singed while some are still old maids. Good flavor but just a little salty for me. I do not recommend.",Neutral
"I've been low-carb dieting and I like pork rinds so I couldn't wait to try these. They're not really ""spicy"", they're more like mild in my opinion. They are good, they taste just like the pork rinds that you buy at the store, not ""bacon-y"" at all to me. The only downside is that your house will smell like hot pork rinds. It's pretty bad, I don't normally notice things like that but it's pretty smelly and hard to get rid of.",Neutral
"I bought this out of curiosity after seeing it on the Food Network.  It does taste good.  You do have to carefully follow the directions on the bag.  This doesn't work the same as microwave popcorn.  The ""bake"" time is quite short, and overcooked pork rinds aren't pretty or tasty.  I think that in the future, if I want warm pork rinds, I'll try warming up a small batch of my usual brand in the toaster oven for a couple of minutes.",Neutral
"I like the taste of these but they are inconsistent in texture (some are really really hard, while others are what you would expect).  You have to be careful with the microwaving part, but even when you are, it's hard to get consistent results. They also could be a little spicier for my taste.",Neutral
"'On July 26, 2012 I ordered Lowrey's Hot and Spicy Pork Rinds. I received the Orginal Pork Rinds. I am not happy with this product. I will keep them as they will be to expensive to send them back. I feel you should have checked my previous orders I had ordered, or at least contacted me about my order. Thank you, Colleen Avey",Neutral
"I bought these on another online site and the Amazon ones are almost $3 cheaper. I love these. In fact, I've grown quite addicted. Unfortunatley, they have tons of sodium and also contain MSG, which is causing me to gain a lb or two of water weight and stalls my weight loss progress very effectively. If I were only trying to maintain, these wouldn't be a problem.<br /><br />I won't buy them again, for these reasons.",Neutral
"THE PRODUCT, BEING NEW, IS FAIR, BUT HAVE NOT HAD TOO MUCH LUCK GETTING IT TO EXPAND MUCH....HAVE TOOOOOOO MANY FLAT HARD PIECES....FLAVOR IS OKAY, BUT HAS A GREASY TASTE TO START, LIKE IT'S BEEN SITTING IN BACON GREASE..I HAVE TRUST THAT IN TIME THE PRODUCT WILL IMPROVE AS ALL NEW PRODUCTS DO, ....I THINK IT IS A GOOD CONCEPT AND HOPE IT DOES GET BETTER",Neutral
